Unnamed: 0,STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Quý,Năm,Trạng thái kiểm toán,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu thuần,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Doanh thu hoạt động tài chính,Chi phí tài chính,Trong đó: Chi phí lãi vay,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý doanh  nghiệp,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận khác,Lãi/ lỗ từ công ty liên doanh (trước 2015),Tổng lợi nhuận kế toán trước thuế,Chi phí thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi ích của cổ đông thiểu số,Cổ đông của Công ty mẹ,Lãi cơ bản trên cổ phiếu,Lãi trước thuế,Khấu hao TSCĐ,Tổng lợi nhuận kế toán trước thuế,Lợi nhuận sau thuế thu nhập doanh nghiệp
5,1459,VEC,Điện tử và Tin học VN,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Phần cứng,5,2024,Chưa kiểm toán,298031349242.00,297972386858.00,105584985609.00,8517424613.00,-641953029.00,-459639449.00,-12191073.00,-38810926927.00,-74841814357.00,-204475164.00,7046889258.00,0.00,6842414094.00,-7806777222.00,-964363128.00,6696861831.00,-7661224959.00,-175.00,,,5200000000.00,4160000000.00
5,1460,VEF,Hội chợ Triển lãm Việt Nam,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Dịch vụ truyền thông,5,2020,Chưa kiểm toán,9234263875.00,9234263875.00,-8937976851.00,183236008424.00,0.00,0.00,0.00,-1806088135.00,-9847449924.00,162644493514.00,-660503881.00,0.00,161983989633.00,-22776375855.00,139207613778.00,0.00,139207613778.00,836.00,161983989633.00,96241097.00,275000000000.00,220000000000.00
5,1460,VEF,Hội chợ Triển lãm Việt Nam,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Dịch vụ truyền thông,5,2021,Chưa kiểm toán,6264768148.00,6264768148.00,-11434285987.00,402865538556.00,0.00,0.00,0.00,-1668178797.00,-8145211368.00,381617862404.00,38784436.00,0.00,381656646840.00,-53475872920.00,328180773920.00,0.00,328180773920.00,1970.00,381656646840.00,96241098.00,250000000000.00,200000000000.00
5,1460,VEF,Hội chợ Triển lãm Việt Nam,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Dịch vụ truyền thông,5,2022,Chưa kiểm toán,989090916.00,989090916.00,-11909808006.00,512746419552.00,0.00,0.00,0.00,-94356818.00,-7378102651.00,493364152077.00,-75103500602.00,0.00,418260651475.00,-98692066140.00,319568585335.00,0.00,319568585335.00,1918.00,418260651475.00,96241092.00,250000000000.00,200000000000.00
5,1460,VEF,Hội chợ Triển lãm Việt Nam,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Dịch vụ truyền thông,5,2023,Đã kiểm toán,8997549000.00,8997549000.00,-8640213431.00,564081030986.00,-27339265.00,0.00,0.00,-2293345933.00,-6985771857.00,546134360500.00,-2084625974.00,0.00,544049734526.00,-109299885515.00,434749849011.00,0.00,434749849011.00,2610.00,544049734526.00,32080367.00,250000000000.00,200000000000.00
5,1460,VEF,Hội chợ Triển lãm Việt Nam,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Dịch vụ truyền thông,5,2024,Chưa kiểm toán,4635819799.00,4635819799.00,-7480588397.00,962789101126.00,-47019672176.00,0.00,0.00,-15380350901.00,-11227145583.00,881681344069.00,-3314910323.00,0.00,878366433746.00,-179567510827.00,698798922919.00,0.00,698798922919.00,4194.00,878366433746.00,0.00,250000000000.00,200000000000.00
5,1461,VES,MÊ CA VNECO,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,5,2020,Đã kiểm toán,965580000.00,965580000.00,699427416.00,195109.00,-281283334.00,-281283334.00,0.00,0.00,-282903763.00,135435428.00,0.00,0.00,135435428.00,0.00,135435428.00,0.00,135435428.00,15.00,,,200000000.00,160000000.00
5,1461,VES,MÊ CA VNECO,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,5,2021,Đã kiểm toán,973776774.00,973776774.00,707624190.00,156159.00,-240683334.00,-240683334.00,0.00,0.00,-277864179.00,189232836.00,-18298.00,0.00,189214538.00,0.00,189214538.00,0.00,189214538.00,21.00,,,12500000.00,10000000.00
5,1461,VES,MÊ CA VNECO,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,5,2022,Đã kiểm toán,768000000.00,768000000.00,501847416.00,247817.00,-234208333.00,-234208333.00,0.00,0.00,-337935791.00,-70048891.00,-4009222.00,0.00,-74058113.00,0.00,-74058113.00,0.00,-74058113.00,-8.00,,,12500000.00,10000000.00
5,1461,VES,MÊ CA VNECO,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2023,Đã kiểm toán,729600000.00,729600000.00,455947416.00,176524.00,-207199998.00,-207199998.00,0.00,0.00,-316324783.00,-67400841.00,-45698.00,0.00,-67446539.00,-33743832.00,-101190371.00,0.00,-101190371.00,-11.00,,,12500000.00,10000000.00
5,1461,VES,MÊ CA VNECO,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2024,Đã kiểm toán,691200000.00,691200000.00,425047416.00,309426.00,-189000000.00,-189000000.00,0.00,0.00,-241889156.00,-5532314.00,1474795533.00,0.00,1469263219.00,-404853360.00,1064409859.00,0.00,1064409859.00,118.00,,,12500000.00,10000000.00
5,1462,VET,Thuốc thú y trung ương Navetco,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2020,Chưa kiểm toán,613600032995.00,613123032995.00,239563003103.00,3208933027.00,-4200093761.00,-31232877.00,0.00,-101830272137.00,-48777175473.00,87964394759.00,3648915878.00,0.00,91613310637.00,-18766594424.00,72846716213.00,0.00,72846716213.00,3575.00,91613310637.00,52907672168.00,94000000000.00,75200000000.00
5,1462,VET,Thuốc thú y trung ương Navetco,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2021,Chưa kiểm toán,607952002097.00,607428002097.00,214113081335.00,1650825495.00,-3179819457.00,0.00,0.00,-68152304212.00,-52084852032.00,92346931129.00,-6254009058.00,0.00,86092922071.00,-19056467704.00,67036454367.00,0.00,67036454367.00,3291.00,86092922071.00,53704866896.00,87000000000.00,69600000000.00
5,1462,VET,Thuốc thú y trung ương Navetco,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2022,Chưa kiểm toán,460764231622.00,460684471622.00,204720761175.00,2326286179.00,-4213993240.00,-72607561.00,0.00,-74963421275.00,-68991780999.00,58877851840.00,7764005917.00,0.00,66641857757.00,-13533487835.00,53108369922.00,0.00,53108369922.00,2538.00,66641857757.00,51514966043.00,67000000000.00,53600000000.00
5,1462,VET,Thuốc thú y trung ương Navetco,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2023,Đã kiểm toán,412646744161.00,412646744161.00,179915768475.00,1234834623.00,-8691148387.00,-2822842215.00,0.00,-77641092983.00,-60105235048.00,34713126680.00,1479681535.00,0.00,36192808215.00,-7610327639.00,28582480576.00,0.00,28582480576.00,1545.00,36192808215.00,39316148186.00,67000000000.00,53600000000.00
5,1462,VET,Thuốc thú y trung ương Navetco,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2024,Chưa kiểm toán,371273712661.00,371273712661.00,166139010364.00,88831342.00,-8180757193.00,-3310024108.00,0.00,-104629385633.00,-52801722257.00,615976623.00,-38712075121.00,0.00,-38096098498.00,0.00,-38096098498.00,0.00,-38096098498.00,0.00,-38096098498.00,34044309716.00,67000000000.00,53600000000.00
5,1463,VFC,Vận tải biển VINAFCO,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2020,Chưa kiểm toán,1046266239479.00,1046266239479.00,87388953305.00,3233741480.00,-15230624828.00,-14986795331.00,241758430.00,-44818955.00,-58617021228.00,16971988204.00,-3097984226.00,0.00,13874003978.00,-4362605441.00,9511398537.00,3047442546.00,6463955991.00,191.00,13874003978.00,54626222830.00,22100000000.00,17680000000.00
5,1463,VFC,Vận tải biển VINAFCO,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2021,Chưa kiểm toán,1245216527155.00,1245216527155.00,129922010442.00,4185478637.00,-12139543767.00,-12052562052.00,-545293254.00,0.00,-61096559623.00,60326092435.00,-1419551285.00,0.00,58906541150.00,-11524387727.00,47382153423.00,12821827432.00,34560325991.00,1022.00,58906541150.00,51133067296.00,63200000000.00,50560000000.00
5,1463,VFC,Vận tải biển VINAFCO,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2022,Chưa kiểm toán,1619709761865.00,1619709761865.00,273333974264.00,13762506689.00,-8134797928.00,-7186245596.00,3232017961.00,0.00,-72364306413.00,209829394573.00,26514995778.00,0.00,236344390351.00,-49385645755.00,186958744596.00,41820292719.00,145138451877.00,4294.00,236344390351.00,48272911861.00,80600000000.00,63500000000.00
5,1463,VFC,Vận tải biển VINAFCO,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2023,Đã kiểm toán,1272365845206.00,1272365845206.00,92402724220.00,31196664433.00,-4504889085.00,-4376925801.00,-17582685.00,0.00,-59210565192.00,59866351691.00,-1923097480.00,0.00,57943254211.00,-14022251337.00,43921002874.00,616649133.00,43304353741.00,1281.00,57943254211.00,46081027055.00,80600000000.00,63500000000.00
5,1463,VFC,Vận tải biển VINAFCO,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2024,Chưa kiểm toán,1163383793964.00,1163383793964.00,77700185509.00,19815513183.00,-3147188531.00,-2800601527.00,0.00,0.00,-58846913322.00,35521596839.00,1341479332.00,0.00,36863076171.00,-11518326185.00,25344749986.00,36130670.00,25308619316.00,749.00,36863076171.00,39692791011.00,80600000000.00,63500000000.00
5,1464,VFG,Khử trùng Việt Nam,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2020,Chưa kiểm toán,2100807686518.00,1883771417605.00,492165752223.00,60951423844.00,-32273738303.00,-12197149854.00,0.00,-268375629385.00,-38778388057.00,213689420322.00,-5329919195.00,0.00,208359501127.00,-44988953915.00,163370547212.00,0.00,163370547212.00,4437.00,208359501127.00,21984537986.00,187500000000.00,150000000000.00
5,1464,VFG,Khử trùng Việt Nam,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2021,Chưa kiểm toán,2224694684983.00,2076362515534.00,508490556629.00,35743542649.00,-29354676648.00,-5494574217.00,0.00,-272959948163.00,-38701973760.00,203217500707.00,2069582390.00,0.00,205287083097.00,-40693462859.00,164593620238.00,0.00,164593620238.00,4422.00,205287083097.00,20335016497.00,262500000000.00,210000000000.00
5,1464,VFG,Khử trùng Việt Nam,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2022,Chưa kiểm toán,3250924265573.00,2976781079922.00,710121630305.00,56288455867.00,-37619557680.00,-9626305429.00,0.00,-388581305582.00,-54535187552.00,285674035358.00,2006894345.00,0.00,287680929703.00,-58516694305.00,229164235398.00,0.00,229164235398.00,4805.00,287680929703.00,21500002254.00,315000000000.00,250000000000.00
5,1464,VFG,Khử trùng Việt Nam,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2023,Đã kiểm toán,3557307559071.00,3262419854557.00,778951404163.00,71895891553.00,-39297352423.00,-15143833635.00,0.00,-353026887379.00,-81595742730.00,376927313184.00,-1194708723.00,0.00,375732604461.00,-80155170816.00,295577433645.00,0.00,295577433645.00,6217.00,375732604461.00,22194446472.00,315000000000.00,250000000000.00
5,1464,VFG,Khử trùng Việt Nam,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2024,Chưa kiểm toán,3807658944247.00,3497604332595.00,910952346857.00,128124769891.00,-107001714039.00,-6103281091.00,168701347474.00,-439213784298.00,-93953372552.00,567609593333.00,2109585454.00,0.00,569719178787.00,-99102002451.00,470617176336.00,1134431785.00,469482744551.00,9096.00,569719178787.00,22540508142.00,315000000000.00,250000000000.00
5,1465,VFR,Vận tải Vietfracht,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2020,Chưa kiểm toán,170836997605.00,170836997605.00,-13455778842.00,11550943813.00,-10528819194.00,-10443890546.00,4523719218.00,0.00,-14615479635.00,-22525414640.00,771781931.00,0.00,-21753632709.00,-1068385988.00,-22822018697.00,220531001.00,-23042549698.00,-1536.00,-21753632709.00,32536994140.00,-27290000000.00,-24740000000.00
5,1465,VFR,Vận tải Vietfracht,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2021,Chưa kiểm toán,139666705368.00,139666705368.00,-7657701461.00,14224199769.00,-4241956831.00,-3976849781.00,23076447225.00,0.00,-13723332016.00,11677656686.00,-8089962.00,0.00,11669566724.00,-1633957099.00,10035609625.00,226956371.00,9808653254.00,654.00,11669566724.00,31920370993.00,-15130000000.00,-15130000000.00
5,1465,VFR,Vận tải Vietfracht,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2022,Chưa kiểm toán,111869090429.00,111869090429.00,2051616018.00,6174357555.00,-6655771871.00,-3326031170.00,48857237825.00,0.00,-13981322287.00,36446117240.00,-2289773079.00,0.00,34156344161.00,-1568901979.00,32587442182.00,160481599.00,32426960583.00,2162.00,34156344161.00,29674599494.00,14990000000.00,11992000000.00
5,1465,VFR,Vận tải Vietfracht,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2023,Đã kiểm toán,76234243139.00,76234243139.00,6371050713.00,23422622557.00,-847622927.00,-759756071.00,2043531229.00,0.00,-14025304672.00,16964276900.00,61699175354.00,0.00,78663452254.00,-3542845021.00,75120607233.00,203032452.00,74917574781.00,4995.00,78663452254.00,8855732976.00,14990000000.00,11992000000.00
5,1465,VFR,Vận tải Vietfracht,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2024,Chưa kiểm toán,95682474431.00,95682474431.00,12550262875.00,55027693392.00,-134077747.00,-791956876.00,2019621429.00,0.00,-16671189368.00,52792310581.00,-340787308.00,0.00,52451523273.00,-25484989587.00,26966533686.00,159074401.00,26807459285.00,1787.00,52451523273.00,3915336691.00,14990000000.00,11992000000.00
5,1466,VFS,Chứng khoán Nhất Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2020,Chưa kiểm toán,,73267207448.00,55322152617.00,7951598627.00,-9863013699.00,-9863013699.00,0.00,0.00,-13114455457.00,40296282088.00,0.00,0.00,40296282088.00,-4234676918.00,36061605170.00,0.00,36061605170.00,621.00,40296282088.00,1261462213.00,45450000000.00,36360000000.00
5,1466,VFS,Chứng khoán Nhất Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2021,Chưa kiểm toán,,124619266586.00,106019735265.00,10921201340.00,-4422191785.00,-4422191785.00,0.00,0.00,-13970061229.00,98548683591.00,0.00,0.00,98548683591.00,-9630784638.00,88917898953.00,0.00,88917898953.00,767.00,98548683591.00,1742053032.00,107342000000.00,85873600000.00
5,1466,VFS,Chứng khoán Nhất Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2022,Chưa kiểm toán,,154491222864.00,81918887266.00,16089076512.00,-550986302.00,-550986302.00,0.00,0.00,-18801489769.00,78655487707.00,40909091.00,0.00,78696396798.00,-15701255158.00,62995141640.00,0.00,62995141640.00,617.00,78696396798.00,1789796881.00,100110000000.00,80088000000.00
5,1466,VFS,Chứng khoán Nhất Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2023,Đã kiểm toán,,200015106294.00,89810144699.00,44507812943.00,-1399150684.00,-1399150684.00,0.00,0.00,-25764304581.00,107154502377.00,0.00,0.00,107154502377.00,-21498936344.00,85655566033.00,0.00,85655566033.00,1367.00,107154502377.00,1890909543.00,100110000000.00,80088000000.00
5,1466,VFS,Chứng khoán Nhất Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2024,Chưa kiểm toán,,278942730988.00,218751818737.00,14728252566.00,-43530141149.00,-43530141149.00,0.00,0.00,-33861619533.00,156088310621.00,0.00,0.00,156088310621.00,-30915840663.00,125172469958.00,0.00,125172469958.00,979.00,156088310621.00,2346746362.00,100110000000.00,80088000000.00
5,1467,VGC,Tổng Công ty Viglacera,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2020,Chưa kiểm toán,9455265891661.00,9433048985280.00,2327681803828.00,95295310222.00,-198848809955.00,-160976347894.00,4273864886.00,-758237615422.00,-603781853572.00,866382699987.00,-25681647992.00,0.00,840701051995.00,-173391233375.00,667309818620.00,66560236373.00,600749582247.00,1340.00,840701051995.00,531086681375.00,1000000000000.00,800000000000.00
5,1467,VGC,Tổng Công ty Viglacera,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2021,Chưa kiểm toán,11211146418311.00,11194313369122.00,2872527104842.00,189895357429.00,-205544872403.00,-160711679097.00,123067824691.00,-671344970849.00,-749025621314.00,1559574822396.00,-18138190199.00,0.00,1541436632197.00,-262359755009.00,1279076877188.00,55424774721.00,1223652102467.00,2729.00,1541436632197.00,2106650199988.00,1700000000000.00,1360000000000.00
5,1467,VGC,Tổng Công ty Viglacera,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2022,Chưa kiểm toán,14607943556288.00,14592449861977.00,4238149424344.00,85615395038.00,-324403037382.00,-251376723757.00,112409447259.00,-936334436050.00,-911832018223.00,2263604774986.00,41599377111.00,0.00,2305204152097.00,-392165617135.00,1913038534962.00,184851155599.00,1728187379363.00,3854.00,2305204152097.00,2517076797637.00,1210000000000.00,968000000000.00
5,1467,VGC,Tổng Công ty Viglacera,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2023,Đã kiểm toán,13342467325243.00,13193818428046.00,3519126067900.00,60529622370.00,-380885840494.00,-348457380117.00,-36392135098.00,-812377184581.00,-756017100394.00,1593983429703.00,7955107714.00,0.00,1601938537417.00,-439699395739.00,1162239141678.00,-55881111255.00,1218120252933.00,2717.00,1601938537417.00,3055912469293.00,1210000000000.00,968000000000.00
5,1467,VGC,Tổng Công ty Viglacera,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2024,Đã kiểm toán,12051482639966.00,11906355941527.00,3517306671769.00,75803932341.00,-310363905667.00,-268896807699.00,-74769120822.00,-861838342910.00,-744493344308.00,1601645890403.00,28679759707.00,0.00,1630325650110.00,-442707057530.00,1187618592580.00,82883725912.00,1104734866668.00,2464.00,1630325650110.00,1950910301692.00,1210000000000.00,968000000000.00
5,1468,VGG,May Việt Tiến,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2020,Chưa kiểm toán,7123236663846.00,7120958602535.00,670611996628.00,61937955770.00,-22544133766.00,0.00,38968306559.00,-278227384408.00,-291943329215.00,178803411568.00,1077321928.00,0.00,179880733496.00,-28952601352.00,150928132144.00,9234462688.00,141693669456.00,2246.00,179880733496.00,111083226880.00,180000000000.00,144000000000.00
5,1468,VGG,May Việt Tiến,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2021,Chưa kiểm toán,6009964446181.00,6008313838813.00,522845158744.00,67059614371.00,-25164287965.00,0.00,9628992405.00,-216430924872.00,-261378504395.00,96560048288.00,3143484398.00,0.00,99703532686.00,-16241243110.00,83462289576.00,3297196081.00,80165093495.00,1267.00,99703532686.00,111418429763.00,150000000000.00,120000000000.00
5,1468,VGG,May Việt Tiến,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2022,Chưa kiểm toán,8468423448907.00,8464718296036.00,924318908167.00,125430885237.00,-117222427125.00,0.00,22720947404.00,-442436952713.00,-297032147757.00,215779213213.00,2873268089.00,0.00,218652481302.00,-41386858759.00,177265622543.00,3196863638.00,174068758905.00,3096.00,218652481302.00,112626419862.00,200000000000.00,160000000000.00
5,1468,VGG,May Việt Tiến,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2023,Đã kiểm toán,8606837411154.00,8605951804716.00,819562917128.00,122329559969.00,-72448712241.00,-649198793.00,29505611162.00,-444351306850.00,-237665277302.00,216932791866.00,13962290985.00,0.00,230895082851.00,-39747065174.00,191148017677.00,-60491924.00,191208509601.00,3486.00,230895082851.00,114977635196.00,200000000000.00,160000000000.00
5,1468,VGG,May Việt Tiến,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2024,Chưa kiểm toán,9756363238727.00,9753088124766.00,1054054675288.99,115938009299.00,-84686834511.00,-3785280109.00,72951979451.00,-458480114900.00,-285858697728.00,413919016900.00,15159291793.00,0.00,429078308693.00,-66748702541.00,362329606152.00,12665111473.00,349664494679.00,6583.00,,,200000000000.00,160000000000.00
5,1469,VGI,Đầu tư Quốc tế Viettel,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2020,Chưa kiểm toán,19005578830222.00,18962297327902.00,7071174527846.00,1481513572030.00,-3249244774433.00,-814958881041.00,1589029365217.00,-1872356059945.00,-3507689041333.00,1512427589382.00,-311657967252.00,0.00,1200769622130.00,-772048512735.00,428721109395.00,-130793584393.00,559514693788.00,158.00,1200769622130.00,3755759433023.00,0.00,0.00
5,1469,VGI,Đầu tư Quốc tế Viettel,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2021,Chưa kiểm toán,19267316065481.00,19242048710104.00,7123930311836.00,3202852052507.00,-2315141924387.00,-535639587252.00,-1838288719899.00,-1914250152952.00,-3752986842829.00,506114724276.00,374184038933.00,0.00,880298763209.00,-533458487135.00,346840276074.00,713469180927.00,-366628904853.00,-131.00,880298763209.00,3328390968695.00,0.00,0.00
5,1469,VGI,Đầu tư Quốc tế Viettel,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2022,Chưa kiểm toán,23644552111486.00,23629645631279.00,10958878590719.00,3580198925616.00,-2557343716395.00,-485633028227.00,250999420054.00,-2579116437686.00,-6691181595589.00,2962435186719.00,51632243494.00,0.00,3014067430213.00,-1473372029086.00,1540695401127.00,706628334903.00,834067066224.00,274.00,3014067430213.00,3223167564535.00,3014000000000.00,2411200000000.00
5,1469,VGI,Đầu tư Quốc tế Viettel,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2023,Đã kiểm toán,28212158822780.00,28212158822780.00,14267993965946.00,3710255671035.00,-3470536136180.00,-374730447367.00,284335157412.00,-3790471785340.00,-7297564443333.00,3704012429540.00,175317568450.00,0.00,3879329997990.00,-2232185425032.00,1647144572958.00,1024621489489.00,622523083469.00,205.00,3879329997990.00,3067673074525.00,3014000000000.00,2411200000000.00
5,1469,VGI,Đầu tư Quốc tế Viettel,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2024,Chưa kiểm toán,35363346994645.00,35363346994645.00,18063434519271.00,4245327323045.00,-1771106867198.00,-314392100041.00,407360692237.00,-3717485305083.00,-6817931474373.00,10409598887899.00,310785074465.00,0.00,10720383962364.00,-3533244875572.00,7187139086792.00,1553047098481.00,5634091988311.00,1816.00,10720383962364.00,3287421535193.00,3014000000000.00,2411200000000.00
5,1470,VGL,Mạ kẽm công nghiệp Vingal-Vnsteel,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,5,2020,Chưa kiểm toán,339356706769.00,339337465729.00,56928473798.00,846961181.00,-78727172.00,0.00,0.00,-9638329761.00,-20863938621.00,27194439425.00,48765894.00,0.00,27243205319.00,-5158915688.00,22084289631.00,0.00,22084289631.00,2368.00,27243205319.00,5490364717.00,21500000000.00,17145000000.00
5,1470,VGL,Mạ kẽm công nghiệp Vingal-Vnsteel,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,5,2021,Chưa kiểm toán,341322070911.00,341322070911.00,51471626419.00,524054928.00,-199076196.00,0.00,0.00,-7777843725.00,-22171678871.00,21847082555.00,255395319.00,0.00,22102477874.00,-4491293577.00,17611184297.00,0.00,17611184297.00,1889.00,22102477874.00,6211808321.00,18500000000.00,14800000000.00
5,1470,VGL,Mạ kẽm công nghiệp Vingal-Vnsteel,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,5,2022,Chưa kiểm toán,381641186027.00,381641186027.00,54013000434.00,648789599.00,-413429914.00,-122355032.00,0.00,-9354448443.00,-21764282902.00,23129628774.00,53750832.00,0.00,23183379606.00,-4713399379.00,18469980227.00,0.00,18469980227.00,1981.00,23183379606.00,6037801805.00,20000000000.00,15850000000.00
5,1470,VGL,Mạ kẽm công nghiệp Vingal-Vnsteel,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,5,2023,Đã kiểm toán,335511963796.00,335511963796.00,52668563767.00,641832490.00,-92375099.00,0.00,0.00,-9757501513.00,-21200017254.00,22260502391.00,-99920781.00,0.00,22160581610.00,-4720327053.00,17440254557.00,0.00,17440254557.00,1870.00,22160581610.00,5659524058.00,20000000000.00,15850000000.00
5,1470,VGL,Mạ kẽm công nghiệp Vingal-Vnsteel,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,5,2024,Đã kiểm toán,357653909492.00,357653909492.00,59438832037.00,927369327.00,-170010508.00,0.00,0.00,-11636413303.00,-25403637617.00,23156139936.00,-231198915.00,0.00,22924941021.00,-4690875455.00,18234065566.00,0.00,18234065566.00,1955.00,22924941021.00,5363806620.00,20000000000.00,15850000000.00
