Unnamed: 0,STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Quý,Năm,Trạng thái kiểm toán,Tổng lợi nhuận kế toán trước thuế,Khấu hao TSCĐ,Lãi/(lỗ) trước những thay đổi vốn lưu động,Lưu chuyển tiền tệ ròng từ các hoạt động sản xuất kinh doanh (TT),"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác (TT)","Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác (TT)","Tiền chi cho vay, mua các công cụ nợ của đợn vị khác (TT)","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (TT)",Lưu chuyển tiền tệ ròng từ hoạt động đầu tư (TT),"Tiền thu từ phát hành cổ phiếu, nhận góp vốn của chủ sở hữu (TT)","Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành (TT)",Tiền thu được các khoản đi vay (TT),Tiền trả nợ gốc vay (TT),Tiền thanh toán vốn gốc đi thuê tài chính (TT),Cổ tức đã trả (TT),Lưu chuyển tiền tệ từ hoạt động tài chính (TT),Lưu chuyển tiền thuần trong kỳ (TT),Tiền và tương đương tiền đầu kỳ (TT),Ảnh hưởng của chênh lệch tỷ giá (TT),Tiền và tương đương tiền cuối kỳ (TT)
5,1486,VID,Viễn Đông,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,5,2024,Chưa kiểm toán,55000000000.00,8595464207.00,29709649666.00,-92944184761.00,-6454044355.00,20000000.00,-14200000000.00,60138548330.00,42559332234.00,0.00,0.00,598606249546.00,-554395125823.00,0.00,-31458913500.00,12752210223.00,-37632642304.00,97104996852.00,0.00,59472354548.00
5,1487,VIE,CN Viễn thông VI TE CO,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,5,2020,Đã kiểm toán,-264800231.00,,,-2960131568.00,0.00,35727273.00,0.00,0.00,37014910.00,5000000000.00,0.00,2751592614.00,-2751592614.00,0.00,0.00,5000000000.00,2076883342.00,698212195.00,2556977.00,2777652514.00
5,1487,VIE,CN Viễn thông VI TE CO,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,5,2021,Đã kiểm toán,173072269.00,,,-614738609.00,0.00,0.00,0.00,0.00,1155398.00,0.00,0.00,1730729272.00,-1109154472.00,0.00,0.00,621574800.00,7991589.00,2777652514.00,0.00,2785644103.00
5,1487,VIE,CN Viễn thông VI TE CO,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,5,2022,Đã kiểm toán,285707000.00,,,315250562.00,0.00,0.00,0.00,0.00,3920403.00,30000000000.00,0.00,0.00,-621574800.00,0.00,0.00,29378425200.00,29697596165.00,2785644103.00,0.00,32483240268.00
5,1487,VIE,CN Viễn thông VI TE CO,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,5,2023,Đã kiểm toán,285707000.00,,,-14915787450.00,-17365071622.00,50500000.00,-20500000000.00,20500000000.00,-16513073192.00,0.00,0.00,125144757.00,-125144757.00,0.00,0.00,0.00,-31428860642.00,32483240268.00,0.00,1054379626.00
5,1487,VIE,CN Viễn thông VI TE CO,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,,,,285707000.00,,,,,,,,,,,,,,,,,,,
5,1488,VIF,Lâm nghiệp Việt Nam,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2020,Chưa kiểm toán,418750000000.00,55245741709.00,48304534410.00,-90779698297.00,-37501949063.00,2105883037.00,-411501006324.00,737992190419.00,736595383578.00,0.00,0.00,620689557397.00,-633825385555.00,0.00,-634083306568.00,-647219134726.00,-1403449445.00,146003898300.00,23757278.00,144624206133.00
5,1488,VIF,Lâm nghiệp Việt Nam,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2021,Chưa kiểm toán,412500000000.00,52663370060.00,64910341214.00,-182446989401.00,-40605347153.00,3852726363.00,-238345725722.00,457870579057.00,474839378797.00,0.00,0.00,729945009930.00,-743013300882.00,0.00,-313775842660.00,-326844133612.00,-34451744216.00,144624206133.00,-289006755.00,109883455162.00
5,1488,VIF,Lâm nghiệp Việt Nam,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2022,Chưa kiểm toán,581250000000.00,50968506233.00,54473475567.00,60272324191.00,-68941525631.00,7114779522.00,-322800873180.00,379470105894.00,251533322882.00,10994250000.00,0.00,485702793108.00,-514239170133.00,0.00,-228162909250.00,-245705036275.00,66100610798.00,109883455162.00,11018514.00,175995084474.00
5,1488,VIF,Lâm nghiệp Việt Nam,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2023,Đã kiểm toán,581250000000.00,44312785443.00,75849991368.00,120578658705.00,-23702547574.00,870051966.00,-528228786750.00,413734777845.00,209785441650.00,0.00,0.00,300532037151.00,-341494012134.00,0.00,-291503089129.00,-332465064112.00,-2100963757.00,175995084474.00,33037414.00,173927158131.00
5,1488,VIF,Lâm nghiệp Việt Nam,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2024,Chưa kiểm toán,581250000000.00,48068580584.00,-6087098646.00,-33448640346.00,-25796823488.00,1448836666.00,-470471658972.00,473668733978.00,360958979526.00,0.00,0.00,266908606984.00,-275562281279.00,0.00,-323724890067.00,-332378564362.00,-4868225182.00,173927158131.00,-15914999.00,169043017950.00
5,1489,VIG,Chứng khoán Đầu tư Tài chính Việt Nam,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2020,Chưa kiểm toán,700000000.00,626277821.00,,-596094392.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-596094392.00,1808257403.00,0.00,1212163011.00
5,1489,VIG,Chứng khoán Đầu tư Tài chính Việt Nam,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2021,Chưa kiểm toán,170000000000.00,600457437.00,,4118050656.00,0.00,181818182.00,0.00,0.00,585620544.00,0.00,0.00,2034000000.00,0.00,0.00,0.00,2034000000.00,6737671200.00,1212163011.00,0.00,7949834211.00
5,1489,VIG,Chứng khoán Đầu tư Tài chính Việt Nam,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2022,Chưa kiểm toán,50005088719.00,760390993.00,,3066048837.00,-854161000.00,0.00,0.00,0.00,-914615004.00,110000000000.00,0.00,9053503693.00,-16950441119.00,0.00,0.00,102103062574.00,104254496407.00,7950543343.00,0.00,112205039750.00
5,1489,VIG,Chứng khoán Đầu tư Tài chính Việt Nam,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2023,Đã kiểm toán,50005088719.00,1150124810.00,,-55801392631.00,-11357322700.00,0.00,0.00,0.00,-6509338185.00,0.00,0.00,37000000000.00,-37000000000.00,0.00,0.00,0.00,-62310730816.00,112205039750.00,0.00,49894308934.00
5,1489,VIG,Chứng khoán Đầu tư Tài chính Việt Nam,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2024,Chưa kiểm toán,50005088719.00,1516245050.00,,90279710.00,0.00,0.00,0.00,0.00,203398936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293678646.00,49894191944.00,0.00,50187870590.00
5,1490,VIH,Viglacera Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2020,Chưa kiểm toán,8000000000.00,19647475423.00,59261090795.00,29351823226.00,-16625292193.00,23636364.00,0.00,0.00,-16511817404.00,0.00,0.00,493232276714.00,-497174007873.00,-3828033500.00,-5412102000.00,-13181866659.00,-341860837.00,24813559072.00,0.00,24471698235.00
5,1490,VIH,Viglacera Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2021,Chưa kiểm toán,10000000000.00,21326575558.00,47496641888.00,30977373448.00,-7495978035.00,77224827015.00,-2547630137.00,0.00,67374633489.00,0.00,0.00,491627400922.00,-544465180698.00,-28492315516.00,-5349098000.00,-86679193292.00,11672813645.00,24471698235.00,0.00,36144511880.00
5,1490,VIH,Viglacera Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2022,Chưa kiểm toán,10000000000.00,21809987979.00,48399462372.00,-6866088149.00,-2404247576.00,3578000000.00,-95660270.00,0.00,1352961064.00,0.00,0.00,552665034442.00,-546964538038.00,-20114732831.00,-5547946000.00,-19962182427.00,-25475309512.00,36144511880.00,0.00,10669202368.00
5,1490,VIH,Viglacera Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2023,Đã kiểm toán,10000000000.00,23524252716.00,47123463287.00,34182152630.00,-13247319971.00,50000000.00,-1638835180.00,0.00,-11068073101.00,0.00,0.00,507837121865.00,-496770360440.00,-22976644196.00,-5679346380.00,-17589229151.00,5524850378.00,10669202368.00,2850796.00,16196903542.00
5,1490,VIH,Viglacera Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2024,Đã kiểm toán,10000000000.00,25031826507.00,48772300314.00,47022437541.00,-670824258.00,0.00,-86885168.00,0.00,-547954486.00,0.00,0.00,478686661928.00,-503231642008.00,-23013566495.00,-1684604330.00,-49243150905.00,-2768667850.00,16196903542.00,-414136.00,13427821556.00
5,1491,VIM,Khoáng sản Viglacera,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2020,Chưa kiểm toán,3425000000.00,2277232920.00,11818293987.00,11520912538.00,-1246315454.00,0.00,0.00,0.00,-1235810910.00,0.00,0.00,45095079296.00,-51276042502.00,0.00,-3751107350.00,-9932070556.00,353031072.00,4913535832.00,135306.00,5266702210.00
5,1491,VIM,Khoáng sản Viglacera,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2021,Chưa kiểm toán,4625000000.00,2172390826.00,9290585050.00,2159032123.00,0.00,49000000.00,0.00,0.00,55836148.00,0.00,0.00,54701435383.00,-59473570263.00,0.00,-2457342244.00,-7229477124.00,-5014608853.00,5266702210.00,0.00,252093357.00
5,1491,VIM,Khoáng sản Viglacera,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2022,Chưa kiểm toán,3865000000.00,2017267755.00,6433310422.00,3884411090.00,-1548893266.00,0.00,0.00,0.00,-1544949334.00,0.00,0.00,46301410789.00,-43295861531.00,0.00,-2460480000.00,545069258.00,2884531014.00,252093357.00,-342204.00,3136282167.00
5,1491,VIM,Khoáng sản Viglacera,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2023,Đã kiểm toán,3865000000.00,823488818.00,5060653655.00,-4231113240.00,-64200000.00,56296297.00,0.00,0.00,-4638027.00,0.00,0.00,43458032176.00,-37317653133.00,0.00,-2988237100.00,3152141943.00,-1083609324.00,3136282167.00,54882.00,2052727725.00
5,1491,VIM,Khoáng sản Viglacera,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2024,Đã kiểm toán,3865000000.00,841552500.00,2927517872.00,3331031852.00,0.00,0.00,0.00,0.00,2863883.00,0.00,0.00,42056709246.00,-42695026789.00,0.00,-2013930405.00,-2652247948.00,681647787.00,2052727725.00,56341.00,2734431853.00
5,1492,VIN,Kho vận ngoại thương VN,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2020,Chưa kiểm toán,31500000000.00,2485357547.00,5903053140.00,-41365149434.00,-207980000.00,563730000.00,-17500000000.00,27560000000.00,36849191036.00,0.00,0.00,0.00,0.00,0.00,-17839972500.00,-17839972500.00,-22355930898.00,34155118476.00,-2467246.00,11796720332.00
5,1492,VIN,Kho vận ngoại thương VN,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2021,Chưa kiểm toán,20585000000.00,2145483815.00,-7269331440.00,-22665805892.00,-1267081818.00,0.00,-37519200000.00,67000000000.00,54369149836.00,0.00,0.00,0.00,0.00,0.00,-20389200000.00,-20389200000.00,11314143944.00,11796720332.00,-23677508.00,23087186768.00
5,1492,VIN,Kho vận ngoại thương VN,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2022,Chưa kiểm toán,38000000000.00,1690892328.00,-12990024730.00,-27331363223.00,-429770000.00,552331584.00,-245000000000.00,236000000000.00,62437314064.00,0.00,0.00,0.00,0.00,0.00,-30601800000.00,-30601800000.00,4504150841.00,23087186768.00,206282105.00,27797619714.00
5,1492,VIN,Kho vận ngoại thương VN,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2023,Đã kiểm toán,38000000000.00,873095758.00,-8004673415.00,-11020751983.00,-1075288473.00,721058113.00,-160500000000.00,194000000000.00,71870508928.00,0.00,0.00,0.00,0.00,0.00,-48443800975.00,-48443800975.00,12405955970.00,27797619714.00,-2281067.00,40201294617.00
5,1492,VIN,Kho vận ngoại thương VN,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2024,Chưa kiểm toán,38000000000.00,1570926239.00,-6042404869.00,-101018279441.00,-13905291852.00,859155014.00,-108500000000.00,189500000000.00,92910684371.00,0.00,0.00,0.00,0.00,0.00,-17485280000.00,-17485280000.00,-25592875070.00,40201294617.00,1696034.00,14610115581.00
5,1493,VIP,Vận tải Xăng dầu VIPCO,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2020,Chưa kiểm toán,40602782000.00,151348000040.00,203877869501.00,47183475283.00,-372709073535.00,56262945631.00,475000000000.00,-390000000000.00,-208082625523.00,0.00,0.00,188000000000.00,-39544000000.00,0.00,-32736143515.00,115719856485.00,-45179293755.00,175084302277.00,-21694808.00,129883313714.00
5,1493,VIP,Vận tải Xăng dầu VIPCO,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2021,Chưa kiểm toán,50170499000.00,186853593993.00,189461590294.00,159863166364.00,-4038688534.00,262199976382.00,-845000000000.00,495000000000.00,-73056238186.00,27136745600.00,0.00,0.00,-101718000000.00,0.00,-41065362570.00,-115646616970.00,-28839688792.00,129883313714.00,-88625466.00,100954999456.00
5,1493,VIP,Vận tải Xăng dầu VIPCO,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2022,Chưa kiểm toán,98024587000.00,142607149268.00,217875635822.00,162984273296.00,-1017732785.00,217772528163.00,-960000000000.00,860000000000.00,139465412105.00,0.00,0.00,0.00,-236694000000.00,0.00,-34257542810.00,-270951542810.00,31498142591.00,100954999456.00,-24348859.00,132428793188.00
5,1493,VIP,Vận tải Xăng dầu VIPCO,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2023,Đã kiểm toán,98024587000.00,134798356461.00,217975886269.00,172996659561.00,-41986640000.00,983644851.00,-950038000000.00,819288410959.00,-120545569017.00,0.00,0.00,0.00,0.00,0.00,-82146840435.00,-82146840435.00,-29695749891.00,132428793188.00,-70212430.00,102662830867.00
5,1493,VIP,Vận tải Xăng dầu VIPCO,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,5,2024,Chưa kiểm toán,98024587000.00,106496572930.00,163030239914.00,97094764185.00,-1100885119.00,1010313328.00,-881250410959.00,791000000000.00,-62039578239.00,0.00,0.00,0.00,0.00,0.00,-68436530575.00,-68436530575.00,-33381344629.00,102662830867.00,112130050.00,69393616288.00
5,1494,VIR,Du lịch Vũng Tàu,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5,2020,Chưa kiểm toán,3000000000.00,4356444647.00,1578301595.00,-1886841644.00,-357294650.00,0.00,-18245873853.00,15514114965.00,-292207291.00,0.00,0.00,5500000000.00,0.00,0.00,-4901294460.00,598705540.00,-1580343395.00,3089756977.00,0.00,1509413582.00
5,1494,VIR,Du lịch Vũng Tàu,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5,2021,Chưa kiểm toán,0.00,3978359219.00,-11566904774.00,-20980665752.00,0.00,0.00,-22500000000.00,50000000000.00,30097959690.00,0.00,0.00,3000000000.00,-8500000000.00,0.00,-32615433.00,-5532615433.00,3584678505.00,1509413582.00,0.00,5094092087.00
5,1494,VIR,Du lịch Vũng Tàu,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5,2022,Chưa kiểm toán,5000000000.00,3761881125.00,18908624162.00,20414288593.00,0.00,0.00,-34000000000.00,13000000000.00,-20176464218.00,0.00,0.00,0.00,0.00,0.00,-140432914.00,-140432914.00,97391461.00,5094092087.00,0.00,5191483548.00
5,1494,VIR,Du lịch Vũng Tàu,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5,2023,Đã kiểm toán,5000000000.00,3513654216.00,-5425344819.00,2809643919.00,-2282963636.00,0.00,-3000000000.00,0.00,-2739344191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70299728.00,5191483548.00,0.00,5261783276.00
5,1494,VIR,Du lịch Vũng Tàu,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,,,,5000000000.00,,,,,,,,,,,,,,,,,,,
5,1495,VIT,Viglacera Tiên Sơn,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2020,Chưa kiểm toán,50000000000.00,75404923047.00,184244175990.00,81348135734.00,-3850946196.00,6410291300.00,0.00,0.00,2825108190.00,0.00,0.00,1050182182035.00,-1033653627516.00,-21280270000.00,-39000000000.00,-43751715481.00,40421528443.00,67839599098.00,10877227.00,108272004768.00
5,1495,VIT,Viglacera Tiên Sơn,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2021,Chưa kiểm toán,60000000000.00,75150776977.00,174297404040.00,127491685545.00,-757412494039.00,119181818.00,0.00,0.00,-755257609085.00,301776611750.00,0.00,1490045744981.00,-1150051243429.00,-22091906000.00,-35100000000.00,584579207302.00,-43186716238.00,108272004768.00,15382449.00,65100670979.00
5,1495,VIT,Viglacera Tiên Sơn,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2022,Chưa kiểm toán,70298000000.00,122270757875.00,251857383026.00,-65558188757.00,-273523392149.00,522000000.00,0.00,0.00,-272352488818.00,0.00,0.00,1988873410552.00,-1611243421532.00,-19543407320.00,-40000000000.00,318086581700.00,-19824095875.00,65100670979.00,6729096.00,45283304200.00
5,1495,VIT,Viglacera Tiên Sơn,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2023,Đã kiểm toán,70298000000.00,154428061733.00,274500475084.00,-118411331409.00,-136556141144.00,527054546.00,0.00,0.00,-131205237744.00,0.00,0.00,1960021181882.00,-1668642120740.00,-23802410850.00,-40000000000.00,227576650292.00,-22039918861.00,45283304200.00,2868209.00,23246253548.00
5,1495,VIT,Viglacera Tiên Sơn,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2024,Đã kiểm toán,70298000000.00,166203565311.00,329388973678.00,316442090464.00,-4611235740.00,306000000.00,0.00,0.00,-4305235740.00,0.00,0.00,1695024991003.00,-1916840747461.00,-31209252649.00,0.00,-253025009107.00,59111845617.00,23246253548.00,2575626.00,82360674791.00
5,1496,VIW,Đầu tư nước và môi trường VN - Viwaseen,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2020,Chưa kiểm toán,48700000000.00,34062696511.00,80979480474.00,226487393428.00,-18847275752.00,331727273.00,-15000000000.00,23529000000.00,-15204489239.00,0.00,0.00,442626274899.00,-535142972038.00,0.00,-7769935847.00,-100286632986.00,110996271203.00,72615771452.00,10931186.00,183622973841.00
5,1496,VIW,Đầu tư nước và môi trường VN - Viwaseen,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2021,Chưa kiểm toán,42900000000.00,34271092610.00,114930871897.00,71913355467.00,-32658271846.00,368963158.00,-6000000000.00,7000000000.00,43221966189.00,0.00,0.00,350997214288.00,-381275991199.00,0.00,-15086936375.00,-45365713286.00,69769608370.00,183622973841.00,-17212524.00,253375369687.00
5,1496,VIW,Đầu tư nước và môi trường VN - Viwaseen,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2022,Chưa kiểm toán,11300000000.00,34325565219.00,78650253973.00,-43197833635.00,-7507149079.00,113636364.00,-44900000000.00,23122000000.00,-24936118905.00,0.00,0.00,348001170353.00,-357185856311.00,0.00,-16006752850.00,-25191438808.00,-93325391348.00,253375369687.00,12495638.00,160062473977.00
5,1496,VIW,Đầu tư nước và môi trường VN - Viwaseen,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2023,Đã kiểm toán,11300000000.00,34602357011.00,101281471215.00,30778053112.00,-18006705168.00,479320000.00,-1950000000.00,14750000000.00,-916862462.00,0.00,0.00,381916469749.00,-417010085564.00,0.00,-11097284700.00,-46190900515.00,-16329709865.00,160062473977.00,-12115402.00,143720648710.00
5,1496,VIW,Đầu tư nước và môi trường VN - Viwaseen,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2024,Chưa kiểm toán,11300000000.00,33356686005.00,72634435165.00,67984175757.00,-5763832125.00,261043709.00,0.00,10000000000.00,6710956026.00,0.00,0.00,248284795444.00,-332656260576.00,0.00,-10189734040.00,-94561199172.00,-19866067389.00,143720648710.00,6232678.00,123860813999.00
5,1497,VIX,Chứng khoán VIX,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2020,Chưa kiểm toán,680000000000.00,1407412840.00,,-96125738740.00,-1465952727.00,127371748.00,0.00,0.00,-363580979.00,0.00,0.00,730000000000.00,-730000000000.00,0.00,0.00,0.00,-96489319719.00,152040947355.00,,55551627636.00
5,1497,VIX,Chứng khoán VIX,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2021,Chưa kiểm toán,820000000000.00,788124985.00,,-1823082139544.00,-996000000.00,0.00,0.00,0.00,759823860.00,1277189250000.00,0.00,1550000000000.00,-980000000000.00,0.00,0.00,1847189250000.00,24866934316.00,55551627636.00,0.00,80418561952.00
5,1497,VIX,Chứng khoán VIX,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2022,Chưa kiểm toán,676000000000.00,972926297.00,,-1669403665743.00,-2021031615.00,0.00,0.00,0.00,-521031615.00,4118927335000.00,0.00,750000000000.00,-1600000000000.00,0.00,-329514274800.00,2939413060200.00,1269488362842.00,80418561952.00,0.00,1349906924794.00
5,1497,VIX,Chứng khoán VIX,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2023,Đã kiểm toán,676000000000.00,1954673854.00,,-1189260639036.00,-23874386818.00,1267668182.00,0.00,0.00,-21106718636.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1210367357672.00,1349906924794.00,0.00,139539567122.00
5,1497,VIX,Chứng khoán VIX,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2024,Chưa kiểm toán,676000000000.00,6766884936.00,,-8833788734383.00,-10544512000.00,272727273.00,0.00,0.00,-9146784727.00,6551923780000.00,0.00,8521800000000.00,-5676800000000.00,0.00,0.00,9396923780000.00,553988260890.00,139539567122.00,0.00,693527828012.00
5,1498,VJC,Vietjet Air,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,5,2020,Chưa kiểm toán,0.00,141435349577.00,-481120787593.00,-3207957439598.00,-293759925297.00,397277400299.00,0.00,709756800000.00,1143089940508.00,0.00,0.00,17804330775879.00,-18173617597912.00,0.00,0.00,-369286822033.00,-2434154321123.00,5364049804580.00,-3469856094.00,2926425627363.00
5,1498,VJC,Vietjet Air,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,5,2021,Chưa kiểm toán,1250000000000.00,98078009402.00,2307806186373.00,-6550821729053.00,-174908809761.00,802487001.00,-954307071788.00,6556181818.00,-883295492556.00,2348654987714.00,0.00,17361032360990.00,-13316544337918.00,0.00,0.00,6393143010786.00,-1040974210823.00,2926425627363.00,-17198469983.00,1868252946557.00
5,1498,VJC,Vietjet Air,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,5,2022,Chưa kiểm toán,1250000000000.00,79733663056.00,433004548853.00,-2393085884618.00,-1217474531281.00,675212377.00,-238445921500.00,0.00,-1118338609664.00,0.00,0.00,29657737382993.00,-26177921993857.00,0.00,0.00,3479815389136.00,-31609105146.00,1868252946557.00,21617894109.00,1858261735520.00
5,1498,VJC,Vietjet Air,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,5,2023,Đã kiểm toán,1250000000000.00,413253679639.00,5745581685252.00,-4246636941616.00,-1425811924197.00,2023818105897.00,-2186560400000.00,277981550000.00,-956706669056.00,0.00,0.00,34763821531653.00,-26207009542495.00,-145116305330.00,0.00,8411695683828.00,3208352073156.00,1858261735520.00,-15870627928.00,5050743180748.00
5,1498,VJC,Vietjet Air,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,5,2024,Chưa kiểm toán,1250000000000.00,613617225145.00,5082221132605.00,177678488632.00,-10657039214084.00,859025556874.00,-3809681461519.00,118289468207.00,-13276015464312.00,0.00,0.00,61181118746857.00,-48245493809058.00,-313354773438.00,-57789721550.00,12564480442811.00,-533856532869.00,5050743180748.00,42097901273.00,4558984549152.00
